Binnenwanderungssaldo gegenüber den Bundesländern nach Gemeindebezirken seit 2011;;;;;;;;;;;
Gemeindebezirk;Berichtsjahr;;;;;;;;;;
;2011;2012,0;2013,0;2014,0;2015,0;2016,0;2017;2018,0;2019,0;2020,0;2021,0
Wien;1418;3193,0;369,0;1023,0;1243,0;1138,0;-405;-5913,0;-4639,0;-3431,0;-2403,0
1, Innere Stadt;20;39,0;55,0;112,0;53,0;67,0;49;49,0;7,0;50,0;-70,0
2, Leopoldstadt;910;638,0;685,0;673,0;662,0;497,0;194;8,0;77,0;221,0;247,0
3, Landstraße;227;354,0;350,0;392,0;-53,0;256,0;244;142,0;79,0;310,0;172,0
4, Wieden;168;180,0;151,0;146,0;182,0;174,0;82;55,0;91,0;84,0;-52,0
5, Margareten;333;396,0;225,0;343,0;287,0;341,0;307;-20,0;-31,0;12,0;137,0
6, Mariahilf;198;310,0;234,0;179,0;314,0;174,0;132;13,0;121,0;154,0;67,0
7, Neubau;270;289,0;233,0;215,0;248,0;244,0;218;207,0;103,0;64,0;131,0
8, Josefstadt;-325;-334,0;-512,0;-693,0;-524,0;-391,0;-406;-511,0;-663,0;-382,0;-279,0
9, Alsergrund;514;494,0;302,0;361,0;-716,0;-186,0;181;135,0;376,0;392,0;-71,0
10, Favoriten;-158;10,0;-7,0;-61,0;483,0;489,0;518;-762,0;-402,0;-109,0;841,0
11, Simmering;-430;-296,0;-331,0;-204,0;-268,0;-495,0;-564;-661,0;-886,0;-772,0;-674,0
12, Meidling;-113;386,0;63,0;-30,0;270,0;411,0;226;-291,0;-277,0;-247,0;33,0
13, Hietzing;-48;-46,0;-84,0;-54,0;-23,0;-109,0;-123;-235,0;-176,0;-307,0;-255,0
14, Penzing;-113;84,0;-203,0;-66,0;-275,0;-152,0;-213;-343,0;-338,0;-375,0;-402,0
15, Rudolfsheim-Fünfhaus;404;802,0;324,0;336,0;607,0;578,0;374;-181,0;6,0;99,0;246,0
16, Ottakring;231;500,0;284,0;341,0;388,0;622,0;235;-378,0;-150,0;-2,0;126,0
17, Hernals;30;435,0;14,0;229,0;306,0;180,0;-67;-194,0;-113,0;-108,0;-56,0
18, Währing;104;169,0;84,0;185,0;195,0;245,0;21;-26,0;38,0;5,0;-134,0
19, Döbling;-16;-29,0;-72,0;-86,0;73,0;-227,0;8;-198,0;46,0;-236,0;-243,0
20, Brigittenau;245;155,0;92,0;223,0;146,0;164,0;70;-196,0;-136,0;-71,0;80,0
21, Floridsdorf;-206;-483,0;-380,0;-317,0;-301,0;-603,0;-376;-981,0;-1001,0;-592,0;-663,0
22, Donaustadt;-365;-160,0;-600,0;-468,0;-216,0;-736,0;-958;-926,0;-1001,0;-734,0;-906,0
23, Liesing;-462;-700,0;-538,0;-733,0;-595,0;-405,0;-557;-619,0;-409,0;-887,0;-678,0
Quelle: Statistik Austria – Wanderungsstatistik und Berechnung Stadt Wien Wirtschaft, Arbeit und Statistik,;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
